legislatura,year,cargo,nombre,sexo
Septima,4/09/2003,Ministra de Administraciones Públicas,Julia García-Valdecasas Salgado,Mujer
Septima,4/09/2003,Ministra de Sanidad y Consumo,Ana María Pastor Julián,Mujer
Septima,4/09/2003,Ministra de Medio Ambiente,María Elvira Rodríguez Herrer,Mujer
Septima,4/09/2003,Ministro de Ciencia y Tecnología,Juan Costa Climent,Hombre
Octava,18/04/2004,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Octava,18/04/2004,"Vicepresidenta primera, ministra de la Presidencia y portavoz del Gobierno",María Teresa Fernández de la Vega Sanz,Mujer
Octava,18/04/2004,Vicepresidente segundo y ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Octava,18/04/2004,Ministro de Asuntos Exteriores y de Cooperación,Miguel Ángel Moratinos Cuyaubé,Hombre
Octava,18/04/2004,Ministro de Justicia,Juan Fernando López Aguilar,Hombre
Octava,18/04/2004,Ministro de Defensa,José Bono Martínez,Hombre
Octava,18/04/2004,Ministro del Interior,José Antonio Alonso Suárez,Hombre
Octava,18/04/2004,Ministra de Fomento,Magdalena Álvarez Arza,Mujer
Octava,18/04/2004,Ministra de Educación y Ciencia,María José Sansegundo Gómez de Cadiñanos,Mujer
Octava,18/04/2004,Ministro de Trabajo y Asuntos Sociales,Jesús Caldera Sánchez-Capitán,Hombre
Octava,18/04/2004,"Ministro de Industria, Turismo y Comercio",José Montilla Aguilera,Hombre
Octava,18/04/2004,"Ministra de Agricultura, Pesca y Alimentación",Elena Espinosa Mangana,Mujer
Octava,18/04/2004,Ministro de Administraciones Públicas,Jordi Sevilla Segura,Hombre
Octava,18/04/2004,Ministra de Cultura,Carmen Calvo Poyato,Mujer
Octava,18/04/2004,Ministra de Sanidad y Consumo,Elena Salgado Méndez,Mujer
Octava,18/04/2004,Ministra de Medio Ambiente,Cristina Narbona Ruiz,Mujer
Octava,18/04/2004,Ministra de Vivienda,María Antonia Trujillo Rincón,Mujer
Octava,11/04/2006,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Octava,11/04/2006,"Vicepresidenta primera, ministra de la Presidencia y portavoz del Gobierno",María Teresa Fernández de la Vega Sanz,Mujer
Octava,11/04/2006,Vicepresidente segundo y ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Octava,11/04/2006,Ministro de Asuntos Exteriores y de Cooperación,Miguel Ángel Moratinos Cuyaubé,Hombre
Octava,11/04/2006,Ministro de Justicia,Juan Fernando López Aguilar,Hombre
Octava,11/04/2006,Ministro de Defensa,José Antonio Alonso Suárez,Hombre
Octava,11/04/2006,Ministro del Interior,Alfredo Pérez Rubalcaba,Hombre
Octava,11/04/2006,Ministra de Fomento,Magdalena Álvarez Arza,Mujer
Octava,11/04/2006,Ministra de Educación y Ciencia,Mercedes Cabrero Calvo-Sotelo,Mujer
Octava,11/04/2006,Ministro de Trabajo y Asuntos Sociales,Jesús Caldera Sánchez-Capitán,Hombre
Octava,11/04/2006,"Ministro de Industria, Turismo y Comercio",José Montilla Aguilera,Hombre
Octava,11/04/2006,"Ministra de Agricultura, Pesca y Alimentación",Elena Espinosa Mangana,Mujer
Octava,11/04/2006,Ministro de Administraciones Públicas,Jordi Sevilla Segura,Hombre
Octava,11/04/2006,Ministra de Cultura,Carmen Calvo Poyato,Mujer
Octava,11/04/2006,Ministra de Sanidad y Consumo,Elena Salgado Méndez,Mujer
Octava,11/04/2006,Ministra de Medio Ambiente,Cristina Narbona Ruiz,Mujer
Octava,11/04/2006,Ministra de Vivienda,María Antonia Trujillo Rincón,Mujer
Octava,8/09/2006,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Octava,8/09/2006,"Vicepresidenta primera, ministra de la Presidencia y portavoz del Gobierno",María Teresa Fernández de la Vega Sanz,Mujer
Octava,8/09/2006,Vicepresidente segundo y ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Octava,8/09/2006,Ministro de Asuntos Exteriores y de Cooperación,Miguel Ángel Moratinos Cuyaubé,Hombre
Octava,8/09/2006,Ministro de Justicia,Juan Fernando López Aguilar,Hombre
Octava,8/09/2006,Ministro de Defensa,José Antonio Alonso Suárez,Hombre
Octava,8/09/2006,Ministro del Interior,Alfredo Pérez Rubalcaba,Hombre
Octava,8/09/2006,Ministra de Fomento,Magdalena Álvarez Arza,Mujer
Octava,8/09/2006,Ministra de Educación y Ciencia,Mercedes Cabrera Calvo-Sotelo,Mujer
Octava,8/09/2006,Ministro de Trabajo y Asuntos Sociales,Jesús Caldera Sánchez-Capitán,Hombre
Octava,8/09/2006,"Ministro de Industria, Turismo y Comercio",Joan Clos i Matheu,Hombre
Octava,8/09/2006,"Ministra de Agricultura, Pesca y Alimentación",Elena Espinosa Mangana,Mujer
Octava,8/09/2006,Ministro de Administraciones Públicas,Jordi Sevilla Segura,Hombre
Octava,8/09/2006,Ministra de Cultura,Carmen Calvo Poyato,Mujer
Octava,8/09/2006,Ministra de Sanidad y Consumo,Elena Salgado Méndez,Mujer
Octava,8/09/2006,Ministra de Medio Ambiente,Cristina Narbona Ruiz,Mujer
Octava,8/09/2006,Ministra de Vivienda,María Antonia Trujillo Rincón,Mujer
Octava,12/02/2007,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Octava,12/02/2007,"Vicepresidenta primera, ministra de la Presidencia y portavoz del Gobierno",María Teresa Fernández de la Vega Sanz,Mujer
Octava,12/02/2007,Vicepresidente segundo y ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Octava,12/02/2007,Ministro de Asuntos Exteriores y de Cooperación,Miguel Ángel Moratinos Cuyaubé,Hombre
Octava,12/02/2007,Ministro de Justicia,Mariano Fernández Bermejo,Hombre
Octava,12/02/2007,Ministro de Defensa,José Antonio Alonso Suárez,Hombre
Octava,12/02/2007,Ministro del Interior,Alfredo Pérez Rubalcaba,Hombre
Octava,12/02/2007,Ministra de Fomento,Magdalena Álvarez Arza,Mujer
Octava,12/02/2007,Ministra de Educación y Ciencia,Mercedes Cabrera Calvo-Sotelo,Mujer
Octava,12/02/2007,Ministro de Trabajo y Asuntos Sociales,Jesús Caldera Sánchez-Capitán,Hombre
Octava,12/02/2007,"Ministro de Industria, Turismo y Comercio",Joan Clos i Matheu,Hombre
Octava,12/02/2007,"Ministra de Agricultura, Pesca y Alimentación",Elena Espinosa Mangana,Mujer
Octava,12/02/2007,Ministro de Administraciones Públicas,Jordi Sevilla Segura,Hombre
Octava,12/02/2007,Ministra de Cultura,Carmen Calvo Poyato,Mujer
Octava,12/02/2007,Ministra de Sanidad y Consumo,Elena Salgado Méndez,Mujer
Octava,12/02/2007,Ministra de Medio Ambiente,Cristina Narbona Ruiz,Mujer
Octava,12/02/2007,Ministra de Vivienda,María Antonia Trujillo Rincón,Mujer
Octava,9/07/2007,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Octava,9/07/2007,"Vicepresidenta primera, ministra de la Presidencia y portavoz del Gobierno",María Teresa Fernández de la Vega Sanz,Mujer
Octava,9/07/2007,Vicepresidente segundo y ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Octava,9/07/2007,Ministro de Asuntos Exteriores y de Cooperación,Miguel Ángel Moratinos Cuyaubé,Hombre
Octava,9/07/2007,Ministro de Justicia,Mariano Fernández Bermejo,Hombre
Octava,9/07/2007,Ministro de Defensa,José Antonio Alonso Suárez,Hombre
Octava,9/07/2007,Ministro del Interior,Alfredo Pérez Rubalcaba,Hombre
Octava,9/07/2007,Ministra de Fomento,Magdalena Álvarez Arza,Mujer
Octava,9/07/2007,Ministra de Educación y Ciencia,Mercedes Cabrera Calvo-Sotelo,Mujer
Octava,9/07/2007,Ministro de Trabajo y Asuntos Sociales,Jesús Caldera Sánchez-Capitán,Hombre
Octava,9/07/2007,"Ministro de Industria, Turismo y Comercio",Joan Clos i Matheu,Hombre
Octava,9/07/2007,"Ministra de Agricultura, Pesca y Alimentación",Elena Espinosa Mangana,Mujer
Octava,9/07/2007,Ministra de Administraciones Públicas,Elena Salgado Méndez,Mujer
Octava,9/07/2007,Ministro de Cultura,César Antonio Molina Sánchez,Hombre
Octava,9/07/2007,Ministro de Sanidad y Consumo,Bernat Soria Escoms,Hombre
Octava,9/07/2007,Ministra de Medio Ambiente,Cristina Narbona Ruiz,Mujer
Octava,9/07/2007,Ministra de Vivienda,Carme Chacón Piqueras,Mujer
Novena,14/04/2008,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Novena,14/04/2008,"Vicepresidenta primera, ministra de la Presidencia y portavoz del Gobierno",María Teresa Fernández de la Vega Sanz,Mujer
Novena,14/04/2008,Vicepresidente segundo y ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Novena,14/04/2008,Ministro de Asuntos Exteriores y de Cooperación,Miguel Ángel Moratinos Cuyaubé,Hombre
Novena,14/04/2008,Ministro de Justicia,Mariano Fernández Bermejo,Hombre
Novena,14/04/2008,Ministra de Defensa,Carme Chacón Piqueras,Mujer
Novena,14/04/2008,Ministro del Interior,Alfredo Pérez Rubalcaba,Hombre
Novena,14/04/2008,Ministra de Fomento,Magdalena Álvarez Arza,Mujer
Novena,14/04/2008,"Ministra de Educación, Política Social y Deporte",Mercedes Cabrera Calvo-Sotelo,Mujer
Novena,14/04/2008,Ministro de Trabajo e Inmigración,Celestino Corbacho Chaves,Hombre
Novena,14/04/2008,"Ministro de Industria, Turismo y Comercio",Miguel Sebastián Gascón,Hombre
Novena,14/04/2008,Ministra de Medio Ambiente y Medio Rural y Marino,Elena Espinosa Mangana,Mujer
Novena,14/04/2008,Ministra de Administraciones Públicas,Elena Salgado Méndez,Mujer
Novena,14/04/2008,Ministro de Cultura,César Antonio Molina Sánchez,Hombre
Novena,14/04/2008,Ministro de Sanidad y Consumo,Bernat Soria Escoms,Hombre
Novena,14/04/2008,Ministra de Vivienda,Beatriz Corredor Sierra,Mujer
Novena,14/04/2008,Ministra de Ciencia e Innovación,Cristina Garmendia Mendizábal,Mujer
Novena,14/04/2008,Ministra de Igualdad,Bibiana Aído Almagro,Mujer
Novena,24/02/2009,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Novena,24/02/2009,"Vicepresidenta primera, ministra de la Presidencia y portavoz del Gobierno",María Teresa Fernández de la Vega Sanz,Mujer
Novena,24/02/2009,Vicepresidente segundo y ministro de Economía y Hacienda,Pedro Solbes Mira,Hombre
Novena,24/02/2009,Ministro de Asuntos Exteriores y de Cooperación,Miguel Ángel Moratinos Cuyaubé,Hombre
Novena,24/02/2009,Ministro de Justicia,Francisco Caamaño Domínguez,Hombre
Novena,24/02/2009,Ministra de Defensa,Carme Chacón Piqueras,Mujer
Novena,24/02/2009,Ministro del Interior,Alfredo Pérez Rubalcaba,Hombre
Novena,24/02/2009,Ministra de Fomento,Magdalena Álvarez Arza,Mujer
Novena,24/02/2009,"Ministra de Educación, Política Social y Deporte",Mercedes Cabrera Calvo-Sotelo,Mujer
Novena,24/02/2009,Ministro de Trabajo e Inmigración,Celestino Corbacho Chaves,Hombre
Novena,24/02/2009,"Ministro de Industria, Turismo y Comercio",Miguel Sebastián Gascón,Hombre
Novena,24/02/2009,Ministra de Medio Ambiente y Medio Rural y Marino,Elena Espinosa Mangana,Mujer
Novena,24/02/2009,Ministra de Administraciones Públicas,Elena Salgado Méndez,Mujer
Novena,24/02/2009,Ministro de Cultura,César Antonio Molina Sánchez,Hombre
Novena,24/02/2009,Ministro de Sanidad y Consumo,Bernat Soria Escoms,Hombre
Novena,24/02/2009,Ministra de Vivienda,Beatriz Corredor Sierra,Mujer
Novena,24/02/2009,Ministra de Ciencia e Innovación,Cristina Garmendia Mendizábal,Mujer
Novena,24/02/2009,Ministra de Igualdad,Bibiana Aído Almagro,Mujer
Novena,7/04/2009,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Novena,7/04/2009,"Vicepresidenta primera, ministra de la Presidencia y portavoz del Gobierno",María Teresa Fernández de la Vega Sanz,Mujer
Novena,7/04/2009,Vicepresidenta segunda y ministra de Economía y Hacienda,Elena Salgado Méndez,Mujer
Novena,7/04/2009,Vicepresidente tercero y ministro de Política Territorial,Manuel Chaves González,Hombre
Novena,7/04/2009,Ministro de Asuntos Exteriores y de Cooperación,Miguel Ángel Moratinos Cuyaubé,Hombre
Novena,7/04/2009,Ministro de Justicia,Francisco Caamaño Dominguez,Hombre
Novena,7/04/2009,Ministra de Defensa,Carme Chacón Piqueras,Mujer
Novena,7/04/2009,Ministro del Interior,Alfredo Pérez Rubalcaba,Hombre
Novena,7/04/2009,Ministro de Fomento,José Blanco López,Hombre
Novena,7/04/2009,Ministerio de Educación,Ángel Gabilondo Pujol,Hombre
Novena,7/04/2009,Ministro de Trabajo e Inmigración,Celestino Corbacho Chaves,Hombre
Novena,7/04/2009,"Ministro de Industria, Turismo y Comercio",Miguel Sebastián Gascón,Hombre
Novena,7/04/2009,"Ministra de Medio Ambiente, y Medio Rural y Marino",Elena Espinosa Mangada,Mujer
Novena,7/04/2009,Ministra de Cultura,Ángeles González Sinde,Mujer
Novena,7/04/2009,Ministra de Sanidad y Política Social,Trinidad Jiménez García-Herrera,Mujer
Novena,7/04/2009,Ministra de Vivienda,Beatriz Corredor Sierra,Mujer
Novena,7/04/2009,Ministra de Ciencia e Innovación,Cristina Garmendia Mendizábal,Mujer
Novena,7/04/2009,Ministra de Igualdad,Bibiana Aído Almagro,Mujer
Novena,21/10/2010,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Novena,21/10/2010,"Vicepresidente primero , ministro del Interior y portavoz del Gobierno",Alfredo Pérez Rubalcaba,Hombre
Novena,21/10/2010,Vicepresidenta segunda y ministra de Economía y Hacienda,Elena Salgado Méndez,Mujer
Novena,21/10/2010,Vicepresidente tercero y ministro de Política Territorial y Administración Pública,Manuel Chaves González,Hombre
Novena,21/10/2010,Ministra de Asuntos Exteriores y de Cooperación,Trinidad Jiménez García- Herrera,Mujer
Novena,21/10/2010,Ministro de Justicia,Francisco Caamaño Dominguez,Hombre
Novena,21/10/2010,Ministra de Defensa,Carme Chacón Piqueras,Mujer
Novena,21/10/2010,Ministro de Fomento,José Blanco López,Hombre
Novena,21/10/2010,Ministro de Educación,Ángel Gabilondo Pujol,Hombre
Novena,21/10/2010,Ministro de Trabajo e Inmigración,Valeriano Gómez Sánchez,Hombre
Novena,21/10/2010,"Ministro de Industria, Turismo y Comercio",Miguel Sebastián Gascón,Hombre
Novena,21/10/2010,"Ministra de Medio Ambiente, y Medio Rural y Marino",Rosa Aguilar Rivero,Mujer
Novena,21/10/2010,Ministro de la Presidencia,Ramón Jáuregui Atondo,Hombre
Novena,21/10/2010,Ministra de Cultura,Ángeles González Sinde,Mujer
Novena,21/10/2010,"Ministra de Sanidad, Política Social e Igualdad",Leire Pajín Iraola,Mujer
Novena,21/10/2010,Ministra de Ciencia e Innovación,Cristina Garmendia Mendizábal,Mujer
Novena,12/07/2011,Presidente del Gobierno,José Luis Rodríguez Zapatero,Hombre
Novena,12/07/2011,Vicepresidenta del Gobierno de Asuntos Económicos y ministra de Economía y Hacienda,Elena Salgado Méndez,Mujer
Novena,12/07/2011,Vicepresidente del Gobierno de Política Territorial y ministro de Política Territorial y Administración Pública,Manuel Chaves González,Hombre
Novena,12/07/2011,Ministra de Asuntos Exteriores y de Cooperación,Trinidad Jiménez García- Herrera,Mujer
Novena,12/07/2011,Ministro de Justicia,Francisco Caamaño Domínguez,Hombre
Novena,12/07/2011,Ministra de Defensa,Carme Chacón Piqueras,Mujer
Novena,12/07/2011,Ministro del Interior,Antonio Camacho Vizcaíno,Hombre
Novena,12/07/2011,Ministro de Fomento y ministro Portavoz del Gobierno,José Blanco López,Hombre
Novena,12/07/2011,Ministro de Educación,Ángel Gabilondo Pujol,Hombre
Novena,12/07/2011,Ministro de Trabajo e Inmigración,Valeriano Gómez Sánchez,Hombre
Novena,12/07/2011,"Ministro de Industria, Turismo y Comercio",Miguel Sebastián Gascón,Hombre
Novena,12/07/2011,"Ministra de Medio Ambiente, y Medio Rural y Marino",Rosa Aguilar Rivero,Mujer
Novena,12/07/2011,Ministro de la Presidencia,Ramón Jáuregui Atondo,Hombre
Novena,12/07/2011,Ministra de Cultura,Ángeles González Sinde,Mujer
Novena,12/07/2011,"Ministra de Sanidad, Política Social e Igualdad",Leire Pajín Iraola,Mujer
Novena,12/07/2011,Ministra de Ciencia e Innovación,Cristina Garmendia Mendizábal,Mujer
Decima,22/12/2011,Presidente del Gobierno,Mariano Rajoy Brey,Hombre
Decima,22/12/2011,Vicepresidenta y ministra de la Presidencia,María Soraya Sáenz de Santamaría Antón,Mujer
Decima,22/12/2011,Ministro de Asuntos Exteriores y de Cooperación,José Manuel García-Margallo y Marfil,Hombre
Decima,22/12/2011,Ministro de Justicia,Alberto Ruiz-Gallardón Jiménez.,Hombre
Decima,22/12/2011,Ministro de Defensa,Pedro Morenés Eulate,Hombre
Decima,22/12/2011,Ministro de Hacienda y Administraciones Públicas,Cristóbal Montoro Romero,Hombre
Decima,22/12/2011,Ministro del Interior,Jorge Fernández Díaz,Hombre
Decima,22/12/2011,Ministra de Fomento,Ana María Pastor Julián,Mujer
Decima,22/12/2011,"Ministro de Educación, Cultura y Deporte",José Ignacio Wert Ortega,Hombre
Decima,22/12/2011,Ministra de Empleo y Seguridad Social,María Fátima Báñez García,Mujer
Decima,22/12/2011,"Ministro de Industria, Energía y Turismo",José Manuel Soria López,Hombre
Decima,22/12/2011,"Ministro de Agricultura, Alimentación y Medio Ambiente",Miguel Arias Cañete,Hombre
Decima,22/12/2011,Ministro de Economía y Competitividad,Luis de Guindos Jurado,Hombre
Decima,22/12/2011,"Ministra de Sanidad, Servicios Sociales e Igualdad",Ana Mato Adrover,Mujer
Decima,28/04/2014,Presidente del Gobierno,Mariano Rajoy Brey,Hombre
Decima,28/04/2014,Vicepresidenta y ministra de la Presidencia,María Soraya Sáenz de Santamaría Antón,Mujer
Decima,28/04/2014,Ministro de Asuntos Exteriores y de Cooperación,José Manuel García-Margallo y Marfil,Hombre
Decima,28/04/2014,Ministro de Justicia,Alberto Ruiz-Gallardón Jiménez,Hombre
Decima,28/04/2014,Ministro de Defensa,Pedro Morenés Eulate,Hombre
Decima,28/04/2014,Ministro de Hacienda y Administraciones Públicas,Cristóbal Montoro Romero,Hombre
Decima,28/04/2014,Ministro del Interior,Jorge Fernández Díaz,Hombre
Decima,28/04/2014,Ministra de Fomento,Ana María Pastor Julián,Mujer
Decima,28/04/2014,"Ministro de Educación, Cultura y Deporte",José Ignacio Wert Ortega,Hombre
Decima,28/04/2014,Ministra de Empleo y Seguridad Social,María Fátima Báñez García,Mujer
Decima,28/04/2014,"Ministro de Industria, Energía y Turismo",José Manuel Soria López,Hombre
Decima,28/04/2014,"Ministra de Agricultura, Alimentación y Medio Ambiente",Isabel García Tejerina,Mujer
Decima,28/04/2014,Ministro de Economía y Competitividad,Luis de Guindos Jurado,Hombre
Decima,28/04/2014,"Ministra de Sanidad, Servicios Sociales e Igualdad",Ana Mato Adrover,Mujer
Decima,29/09/2014,Presidente del Gobierno,Mariano Rajoy Brey,Hombre
Decima,29/09/2014,Vicepresidenta y ministra de la Presidencia,María Soraya Sáenz de Santamaría Antón,Mujer
Decima,29/09/2014,Ministro de Asuntos Exteriores y de Cooperación,José Manuel García-Margallo y Marfil,Hombre
Decima,29/09/2014,Ministro de Justicia,Rafael Catalá Polo,Hombre
Decima,29/09/2014,Ministro de Defensa,Pedro Morenés Eulate,Hombre
Decima,29/09/2014,Ministro de Hacienda y Administraciones Públicas,Cristóbal Montoro Romero,Hombre
Decima,29/09/2014,Ministro del Interior,Jorge Fernández Díaz,Hombre
Decima,29/09/2014,Ministra de Fomento,Ana María Pastor Julián,Mujer
Decima,29/09/2014,"Ministro de Educación, Cultura y Deporte",José Ignacio Wert Ortega,Hombre
Decima,29/09/2014,Ministra de Empleo y Seguridad Social,María Fátima Báñez García,Mujer
Decima,29/09/2014,"Ministro de Industria, Energía y Turismo",José Manuel Soria López,Hombre
Decima,29/09/2014,"Ministra de Agricultura, Alimentación y Medio Ambiente",Isabel García Tejerina,Mujer
Decima,29/09/2014,Ministro de Economía y Competitividad,Luis de Guindos Jurado,Hombre
Decima,29/09/2014,"Ministra de Sanidad, Servicios Sociales e Igualdad",Ana Mato Adrover,Mujer
Decima,3/12/2014,Presidente del Gobierno,Mariano Rajoy Brey,Hombre
Decima,3/12/2014,Vicepresidenta y ministra de la Presidencia,María Soraya Sáenz de Santamaría Antón,Mujer
Decima,3/12/2014,Ministro de Asuntos Exteriores y de Cooperación,José Manuel García-Margallo y Marfil,Hombre
Decima,3/12/2014,Ministro de Justicia,Rafael Catalá Polo,Hombre
Decima,3/12/2014,Ministro de Defensa,Pedro Morenés Eulate,Hombre
Decima,3/12/2014,Ministro de Hacienda y Administraciones Públicas,Cristóbal Montoro Romero,Hombre
Decima,3/12/2014,Ministro del Interior,Jorge Fernández Díaz,Hombre
Decima,3/12/2014,Ministra de Fomento,Ana María Pastor Julián,Mujer
Decima,3/12/2014,"Ministro de Educación, Cultura y Deporte",José Ignacio Wert Ortega,Hombre
Decima,3/12/2014,Ministra de Empleo y Seguridad Social,María Fátima Báñez García,Mujer
Decima,3/12/2014,"Ministro de Industria, Energía y Turismo",José Manuel Soria López,Hombre
Decima,3/12/2014,"Ministra de Agricultura, Alimentación y Medio Ambiente",Isabel García Tejerina,Mujer
Decima,3/12/2014,Ministro de Economía y Competitividad,Luis de Guindos Jurado,Hombre
Decima,3/12/2014,"Ministro de Sanidad, Servicios Sociales e Igualdad",Alfonso Alonso Aranegui,Hombre
Decima,26/06/2015,Presidente del Gobierno,Mariano Rajoy Brey,Hombre
Decima,26/06/2015,Vicepresidenta y ministra de la Presidencia,María Soraya Sáenz de Santamaría Antón,Mujer
Decima,26/06/2015,Ministro de Asuntos Exteriores y de Cooperación,José Manuel García-Margallo y Marfil,Hombre
Decima,26/06/2015,Ministro de Justicia,Rafael Catalá Polo,Hombre
Decima,26/06/2015,Ministro de Defensa,Pedro Morenés Eulate,Hombre
Decima,26/06/2015,Ministro de Hacienda y Administraciones Públicas,Cristóbal Montoro Romero,Hombre
Decima,26/06/2015,Ministro del Interior,Jorge Fernández Díaz,Hombre
Decima,26/06/2015,Ministra de Fomento,Ana María Pastor Julián,Mujer
Decima,26/06/2015,"Ministro de Educación, Cultura y Deporte",Íñigo Méndez de Vigo,Hombre
Decima,26/06/2015,Ministra de Empleo y Seguridad Social,María Fátima Báñez García,Mujer
Decima,26/06/2015,"Ministro de Industria, Energía y Turismo",José Manuel Soria López,Hombre
Decima,26/06/2015,"Ministra de Agricultura, Alimentación y Medio Ambiente",Isabel García Tejerina,Mujer
Decima,26/06/2015,Ministro de Economía y Competitividad,Luis de Guindos Jurado,Hombre
Decima,26/06/2015,"Ministro de Sanidad, Servicios Sociales e Igualdad",Alfonso Alonso Aranegui,Hombre
